时间,合约代码,合约名称,买/卖,开/平,成交量,成交价,费用
2017-09-27 15:00:00, 600028.XSHG, 中国石化, 买, 开, 1200, 5.92, 5.6832
2017-09-29 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 1000, 7.99, 10.387
2017-09-29 15:00:00, 601988.XSHG, 中国银行, 买, 开, 100, 4.12, 5.0
2017-10-10 15:00:00, 000002.XSHE, 万科A, 卖, 平, 300, 26.59, 10.3701
2017-10-10 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 1200, 5.85, 9.126
2017-10-10 15:00:00, 601857.XSHG, 中国石油, 买, 开, 900, 8.0, 5.76
2017-10-10 15:00:00, 600028.XSHG, 中国石化, 买, 开, 1200, 5.85, 5.616
2017-10-10 15:00:00, 601088.XSHG, 中国神华, 买, 开, 300, 20.48, 5.0
2017-10-10 15:00:00, 600104.XSHG, 上汽集团, 买, 开, 200, 30.49, 5.0
2017-10-11 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 1200, 5.86, 9.1416
2017-10-11 15:00:00, 002352.XSHE, 顺丰控股, 买, 开, 100, 56.52, 5.0
2017-10-11 15:00:00, 600030.XSHG, 中信证券, 买, 开, 500, 18.05, 7.22
2017-10-12 15:00:00, 600030.XSHG, 中信证券, 卖, 平, 500, 18.0, 11.7
2017-10-12 15:00:00, 601857.XSHG, 中国石油, 买, 开, 600, 7.97, 5.0
2017-10-13 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 1800, 4.14, 9.6876
2017-10-13 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 500, 7.98, 6.995
2017-10-16 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 1000, 8.05, 10.465
2017-10-16 15:00:00, 002594.XSHE, 比亚迪, 买, 开, 100, 67.4, 5.392
2017-10-17 15:00:00, 601398.XSHG, 工商银行, 买, 开, 300, 6.15, 5.0
2017-10-17 15:00:00, 601288.XSHG, 农业银行, 买, 开, 700, 3.76, 5.0
2017-10-18 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 2700, 3.82, 13.4082
2017-10-18 15:00:00, 601166.XSHG, 兴业银行, 买, 开, 400, 18.0, 5.76
2017-10-18 15:00:00, 600016.XSHG, 民生银行, 买, 开, 1000, 8.13, 6.504
2017-10-19 15:00:00, 002415.XSHE, 海康威视, 买, 开, 100, 36.06, 5.0
2017-10-20 15:00:00, 601088.XSHG, 中国神华, 卖, 平, 300, 20.51, 8.0765
2017-10-20 15:00:00, 002594.XSHE, 比亚迪, 卖, 平, 100, 68.55, 8.9115
2017-10-20 15:00:00, 600016.XSHG, 民生银行, 卖, 平, 1000, 8.07, 10.491
2017-10-20 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 400, 6.24, 6.248
2017-10-20 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 59.02, 5.0
2017-10-23 15:00:00, 601398.XSHG, 工商银行, 买, 开, 100, 6.19, 5.0
2017-10-23 15:00:00, 601288.XSHG, 农业银行, 买, 开, 2100, 3.78, 6.3504
2017-10-24 15:00:00, 601166.XSHG, 兴业银行, 卖, 平, 400, 17.77, 9.2404
2017-10-24 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1000, 7.16, 5.728
2017-10-24 15:00:00, 601857.XSHG, 中国石油, 买, 开, 900, 8.17, 5.8824
2017-10-25 15:00:00, 601398.XSHG, 工商银行, 买, 开, 100, 6.16, 5.0
2017-10-26 15:00:00, 601668.XSHG, 中国建筑, 卖, 平, 700, 9.68, 8.8088
2017-10-26 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 100, 6.05, 5.3025
2017-10-31 15:00:00, 601988.XSHG, 中国银行, 买, 开, 1900, 3.94, 5.9888
2017-11-01 15:00:00, 600104.XSHG, 上汽集团, 卖, 平, 200, 30.73, 8.073
2017-11-01 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 100, 6.09, 5.3045
2017-11-03 15:00:00, 600036.XSHG, 招商银行, 买, 开, 200, 27.06, 5.0
2017-11-06 15:00:00, 601398.XSHG, 工商银行, 买, 开, 300, 6.05, 5.0
2017-11-07 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 200, 32.65, 5.224
2017-11-10 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1000, 6.8, 8.84
2017-11-13 15:00:00, 600028.XSHG, 中国石化, 买, 开, 1300, 6.12, 6.3648
2017-11-14 15:00:00, 002352.XSHE, 顺丰控股, 卖, 平, 100, 55.3, 7.765
2017-11-14 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 200, 8.36, 5.836
2017-11-15 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 700, 8.15, 7.8525
2017-11-15 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 1300, 5.95, 10.0555
2017-11-15 15:00:00, 601857.XSHG, 中国石油, 买, 开, 800, 8.15, 5.216
2017-11-15 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 200, 3.61, 5.361
2017-11-16 15:00:00, 601857.XSHG, 中国石油, 买, 开, 100, 8.08, 5.0
2017-11-16 15:00:00, 601288.XSHG, 农业银行, 买, 开, 100, 3.57, 5.0
2017-11-16 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 1900, 3.57, 8.8179
2017-11-21 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1500, 6.12, 11.934
2017-11-21 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 1900, 3.92, 9.6824
2017-11-21 15:00:00, 601288.XSHG, 农业银行, 买, 开, 2400, 3.66, 7.0272
2017-11-21 15:00:00, 601988.XSHG, 中国银行, 买, 开, 2300, 3.92, 7.2128
2017-11-22 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 2500, 3.8, 12.35
2017-11-22 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 2300, 4.03, 12.0497
2017-11-22 15:00:00, 601601.XSHG, 中国太保, 买, 开, 100, 46.52, 5.0
2017-11-23 15:00:00, 601288.XSHG, 农业银行, 买, 开, 2100, 3.79, 6.3672
2017-11-23 15:00:00, 601988.XSHG, 中国银行, 买, 开, 2000, 4.0, 6.4
2017-11-24 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 200, 32.36, 8.4136
2017-11-27 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 900, 8.34, 9.7578
2017-11-27 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 200, 32.44, 5.1904
2017-11-28 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1300, 5.92, 6.1568
2017-11-28 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1100, 7.1, 6.248
2017-11-28 15:00:00, 601857.XSHG, 中国石油, 买, 开, 1000, 8.21, 6.568
2017-11-28 15:00:00, 601601.XSHG, 中国太保, 卖, 平, 100, 44.09, 7.2045
2017-11-29 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 300, 5.92, 5.888
2017-11-30 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 100, 8.17, 5.4085
2017-12-01 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 100, 68.1, 8.853
2017-12-04 15:00:00, 600036.XSHG, 招商银行, 卖, 平, 200, 28.72, 7.872
2017-12-04 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1100, 7.0, 10.01
2017-12-04 15:00:00, 000002.XSHE, 万科A, 买, 开, 200, 30.85, 5.0
2017-12-04 15:00:00, 601668.XSHG, 中国建筑, 买, 开, 700, 9.56, 5.3536
2017-12-04 15:00:00, 600030.XSHG, 中信证券, 买, 开, 300, 18.94, 5.0
2017-12-04 15:00:00, 601211.XSHG, 国泰海通, 买, 开, 300, 19.97, 5.0
2017-12-05 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 2000, 3.98, 10.348
2017-12-05 15:00:00, 002352.XSHE, 顺丰控股, 买, 开, 200, 50.91, 8.1456
2017-12-08 15:00:00, 000002.XSHE, 万科A, 卖, 平, 200, 29.82, 7.982
2017-12-08 15:00:00, 600030.XSHG, 中信证券, 卖, 平, 300, 18.51, 7.7765
2017-12-08 15:00:00, 600585.XSHG, 海螺水泥, 买, 开, 200, 29.46, 5.0
2017-12-11 15:00:00, 601668.XSHG, 中国建筑, 卖, 平, 700, 9.51, 8.6541
2017-12-11 15:00:00, 002252.XSHE, 上海莱士, 买, 开, 300, 19.73, 5.0
2017-12-11 15:00:00, 600031.XSHG, 三一重工, 买, 开, 700, 8.78, 5.0
2017-12-12 15:00:00, 002415.XSHE, 海康威视, 卖, 平, 300, 38.85, 15.1515
2017-12-12 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1200, 5.84, 5.6064
2017-12-13 15:00:00, 600585.XSHG, 海螺水泥, 卖, 平, 200, 29.02, 7.902
2017-12-13 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 100, 8.02, 5.401
2017-12-14 15:00:00, 002352.XSHE, 顺丰控股, 卖, 平, 200, 51.45, 13.377
2017-12-14 15:00:00, 601857.XSHG, 中国石油, 买, 开, 100, 7.94, 5.0
2017-12-14 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 71.01, 5.6808
2017-12-14 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 200, 30.14, 8.014
2017-12-15 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 900, 5.85, 7.6325
2017-12-15 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1000, 6.97, 5.576
2017-12-18 15:00:00, 601288.XSHG, 农业银行, 买, 开, 500, 3.67, 5.0
2017-12-19 15:00:00, 002352.XSHE, 顺丰控股, 买, 开, 100, 50.7, 5.0
2017-12-19 15:00:00, 600276.XSHG, 恒瑞医药, 买, 开, 100, 68.64, 5.4912
2017-12-20 15:00:00, 600031.XSHG, 三一重工, 卖, 平, 700, 8.22, 7.877
2017-12-21 15:00:00, 601633.XSHG, 长城汽车, 买, 开, 900, 11.53, 8.3016
2017-12-22 15:00:00, 601211.XSHG, 国泰海通, 卖, 平, 300, 18.88, 7.832
2017-12-25 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 900, 8.04, 9.4068
2017-12-26 15:00:00, 601857.XSHG, 中国石油, 买, 开, 800, 8.07, 5.1648
2017-12-27 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 800, 8.09, 8.4136
2017-12-27 15:00:00, 601857.XSHG, 中国石油, 买, 开, 800, 8.09, 5.1776
2017-12-28 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 2600, 3.78, 12.7764
2017-12-28 15:00:00, 600276.XSHG, 恒瑞医药, 卖, 平, 100, 69.42, 9.0246
2017-12-28 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 800, 8.06, 8.3824
2017-12-28 15:00:00, 601857.XSHG, 中国石油, 买, 开, 900, 8.06, 5.8032
2017-12-28 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 200, 30.65, 5.0
2017-12-28 15:00:00, 600036.XSHG, 招商银行, 买, 开, 200, 28.63, 5.0
2017-12-29 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 100, 69.98, 9.0974
2017-12-29 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 900, 8.09, 9.4653
2017-12-29 15:00:00, 600036.XSHG, 招商银行, 卖, 平, 200, 29.02, 7.902
2017-12-29 15:00:00, 601857.XSHG, 中国石油, 买, 开, 900, 8.09, 5.8248
2017-12-29 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 69.98, 5.5984
2017-12-29 15:00:00, 601088.XSHG, 中国神华, 买, 开, 300, 23.17, 5.5608
2018-01-03 15:00:00, 601398.XSHG, 工商银行, 买, 开, 300, 6.16, 5.0
2018-01-04 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 100, 6.07, 5.3035
2018-01-05 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 100, 70.89, 9.2157
2018-01-05 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 100, 6.08, 5.304
2018-01-08 15:00:00, 601939.XSHG, 建设银行, 买, 开, 100, 7.59, 5.0
2018-01-09 15:00:00, 601288.XSHG, 农业银行, 买, 开, 2000, 3.83, 6.128
2018-01-10 15:00:00, 600028.XSHG, 中国石化, 买, 开, 1100, 7.15, 6.292
2018-01-16 15:00:00, 601088.XSHG, 中国神华, 卖, 平, 300, 23.23, 9.0597
2018-01-17 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 200, 6.72, 5.672
2018-01-18 15:00:00, 601857.XSHG, 中国石油, 买, 开, 100, 8.73, 5.0
2018-01-19 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 77.59, 6.2072
2018-01-29 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 100, 73.36, 9.5368
2018-01-30 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 100, 7.28, 5.364
2018-01-31 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 200, 9.51, 5.951
2018-02-01 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 1100, 7.16, 10.2388
2018-02-01 15:00:00, 600028.XSHG, 中国石化, 买, 开, 1200, 7.16, 6.8736
2018-02-01 15:00:00, 600030.XSHG, 中信证券, 买, 开, 400, 21.5, 6.88
2018-02-02 15:00:00, 601633.XSHG, 长城汽车, 卖, 平, 900, 12.37, 14.4729
2018-02-02 15:00:00, 601111.XSHG, 中国国航, 买, 开, 800, 13.61, 8.7104
2018-02-05 15:00:00, 002352.XSHE, 顺丰控股, 卖, 平, 100, 48.08, 7.404
2018-02-06 15:00:00, 002252.XSHE, 上海莱士, 卖, 平, 300, 19.67, 7.9505
2018-02-06 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 200, 9.4, 5.94
2018-02-06 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 300, 8.82, 6.323
2018-02-07 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 700, 8.57, 7.9995
2018-02-07 15:00:00, 600030.XSHG, 中信证券, 卖, 平, 400, 19.55, 10.166
2018-02-07 15:00:00, 601939.XSHG, 建设银行, 买, 开, 100, 8.84, 5.0
2018-02-07 15:00:00, 601857.XSHG, 中国石油, 买, 开, 800, 8.57, 5.4848
2018-02-07 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 300, 4.46, 5.669
2018-02-07 15:00:00, 601111.XSHG, 中国国航, 卖, 平, 800, 12.73, 13.2392
2018-02-08 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1100, 6.82, 9.7526
2018-02-08 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 800, 8.49, 8.8296
2018-02-08 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1100, 6.82, 6.0016
2018-02-08 15:00:00, 601939.XSHG, 建设银行, 买, 开, 900, 8.49, 6.1128
2018-02-08 15:00:00, 601857.XSHG, 中国石油, 买, 开, 100, 8.36, 5.0
2018-02-08 15:00:00, 601288.XSHG, 农业银行, 买, 开, 100, 4.31, 5.0
2018-02-08 15:00:00, 601988.XSHG, 中国银行, 买, 开, 1700, 4.42, 6.0112
2018-02-08 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 68.99, 5.5192
2018-02-08 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 200, 28.75, 7.875
2018-02-08 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 1200, 6.72, 10.4832
2018-02-09 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 900, 7.95, 9.3015
2018-02-09 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 100, 64.43, 8.3759
2018-02-12 15:00:00, 600028.XSHG, 中国石化, 买, 开, 1100, 6.3, 5.544
2018-02-12 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 200, 26.45, 5.0
2018-02-12 15:00:00, 601328.XSHG, 交通银行, 买, 开, 1100, 6.53, 5.7464
2018-02-13 15:00:00, 600028.XSHG, 中国石化, 买, 开, 200, 6.34, 5.0
2018-02-13 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 100, 26.54, 5.0
2018-02-13 15:00:00, 601328.XSHG, 交通银行, 买, 开, 100, 6.56, 5.0
2018-02-14 15:00:00, 601766.XSHG, 中国中车, 买, 开, 600, 10.12, 5.0
2018-02-14 15:00:00, 601800.XSHG, 中国交建, 买, 开, 500, 12.46, 5.0
2018-02-22 15:00:00, 600703.XSHG, 三安光电, 买, 开, 300, 24.29, 5.8296
2018-02-27 15:00:00, 601800.XSHG, 中国交建, 卖, 平, 500, 14.02, 9.113
2018-02-28 15:00:00, 601398.XSHG, 工商银行, 买, 开, 100, 6.67, 5.0
2018-03-01 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 100, 6.69, 5.3345
2018-03-02 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 1700, 4.17, 9.2157
2018-03-05 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 67.88, 5.4304
2018-03-06 15:00:00, 600104.XSHG, 上汽集团, 买, 开, 200, 35.08, 5.6128
2018-03-14 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 100, 68.82, 8.9466
2018-03-14 15:00:00, 601398.XSHG, 工商银行, 买, 开, 100, 6.44, 5.0
2018-03-15 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 900, 8.06, 9.4302
2018-03-16 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 300, 26.94, 10.5066
2018-03-16 15:00:00, 601939.XSHG, 建设银行, 买, 开, 900, 7.91, 5.6952
2018-03-16 15:00:00, 601857.XSHG, 中国石油, 买, 开, 900, 7.91, 5.6952
2018-03-16 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1200, 6.36, 9.9216
2018-03-19 15:00:00, 600703.XSHG, 三安光电, 卖, 平, 300, 25.9, 10.101
2018-03-19 15:00:00, 601988.XSHG, 中国银行, 买, 开, 1900, 4.13, 6.2776
2018-03-19 15:00:00, 000333.XSHE, 美的集团, 买, 开, 100, 59.57, 5.0
2018-03-19 15:00:00, 000002.XSHE, 万科A, 买, 开, 200, 31.58, 5.0528
2018-03-23 15:00:00, 600104.XSHG, 上汽集团, 卖, 平, 200, 35.55, 9.243
2018-03-23 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 70.3, 5.624
2018-03-23 15:00:00, 000333.XSHE, 美的集团, 卖, 平, 100, 56.24, 7.812
2018-03-26 15:00:00, 601328.XSHG, 交通银行, 卖, 平, 1200, 6.2, 9.672
2018-03-26 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 900, 7.48, 8.7516
2018-03-27 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 100, 68.16, 8.8608
2018-03-27 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 68.16, 5.4528
2018-03-27 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 100, 6.64, 5.332
2018-03-27 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 200, 26.16, 5.0
2018-03-27 15:00:00, 600104.XSHG, 上汽集团, 买, 开, 200, 33.55, 5.368
2018-03-28 15:00:00, 601398.XSHG, 工商银行, 买, 开, 2000, 5.98, 9.568
2018-03-29 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 1200, 6.62, 10.3272
2018-03-29 15:00:00, 002415.XSHE, 海康威视, 买, 开, 100, 41.5, 5.0
2018-04-02 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 1900, 3.88, 9.5836
2018-04-02 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 100, 64.66, 8.4058
2018-04-03 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 400, 5.88, 6.176
2018-04-03 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1100, 7.46, 6.5648
2018-04-03 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 900, 7.49, 8.7633
2018-04-04 15:00:00, 000002.XSHE, 万科A, 卖, 平, 200, 32.8, 8.528
2018-04-04 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 100, 5.87, 5.2935
2018-04-04 15:00:00, 601857.XSHG, 中国石油, 买, 开, 1100, 7.46, 6.5648
2018-04-10 15:00:00, 000002.XSHE, 万科A, 买, 开, 200, 32.18, 5.1488
2018-04-10 15:00:00, 600276.XSHG, 恒瑞医药, 买, 开, 100, 84.36, 6.7488
2018-04-11 15:00:00, 002415.XSHE, 海康威视, 卖, 平, 100, 41.96, 7.098
2018-04-11 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1100, 7.95, 11.3685
2018-04-11 15:00:00, 600030.XSHG, 中信证券, 买, 开, 400, 19.45, 6.224
2018-04-11 15:00:00, 601800.XSHG, 中国交建, 买, 开, 500, 13.29, 5.316
2018-04-12 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 1800, 3.9, 9.126
2018-04-12 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1500, 6.08, 11.856
2018-04-12 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1400, 6.08, 6.8096
2018-04-12 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1100, 7.71, 6.7848
2018-04-13 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1100, 7.66, 10.9538
2018-04-16 15:00:00, 601398.XSHG, 工商银行, 买, 开, 100, 5.82, 5.0
2018-04-16 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 200, 24.11, 7.411
2018-04-16 15:00:00, 000002.XSHE, 万科A, 卖, 平, 200, 30.03, 8.003
2018-04-16 15:00:00, 600030.XSHG, 中信证券, 卖, 平, 400, 18.39, 9.5628
2018-04-17 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 300, 5.79, 5.8685
2018-04-17 15:00:00, 601939.XSHG, 建设银行, 买, 开, 900, 7.28, 5.2416
2018-04-17 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 200, 7.52, 5.752
2018-04-17 15:00:00, 601288.XSHG, 农业银行, 买, 开, 1700, 3.73, 5.0728
2018-04-17 15:00:00, 601766.XSHG, 中国中车, 卖, 平, 600, 9.5, 7.85
2018-04-17 15:00:00, 600104.XSHG, 上汽集团, 卖, 平, 200, 31.37, 8.1562
2018-04-18 15:00:00, 601800.XSHG, 中国交建, 卖, 平, 500, 13.36, 8.684
2018-04-18 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 63.51, 5.0808
2018-04-18 15:00:00, 601166.XSHG, 兴业银行, 买, 开, 400, 16.11, 5.1552
2018-04-18 15:00:00, 000333.XSHE, 美的集团, 买, 开, 100, 48.73, 5.0
2018-04-18 15:00:00, 601601.XSHG, 中国太保, 买, 开, 200, 31.98, 5.1168
2018-04-18 15:00:00, 601766.XSHG, 中国中车, 买, 开, 700, 9.53, 5.3368
2018-04-19 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 900, 7.75, 9.0675
2018-04-19 15:00:00, 601111.XSHG, 中国国航, 买, 开, 1000, 11.28, 9.024
2018-04-24 15:00:00, 600276.XSHG, 恒瑞医药, 卖, 平, 100, 84.75, 11.0175
2018-04-24 15:00:00, 600703.XSHG, 三安光电, 买, 开, 300, 21.96, 5.2704
2018-04-26 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1200, 5.95, 9.282
2018-04-26 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 100, 63.12, 8.2056
2018-04-26 15:00:00, 601111.XSHG, 中国国航, 卖, 平, 1000, 11.62, 15.106
2018-04-26 15:00:00, 601857.XSHG, 中国石油, 买, 开, 1100, 7.55, 6.644
2018-04-26 15:00:00, 600000.XSHG, 浦发银行, 买, 开, 700, 11.57, 6.4792
2018-04-26 15:00:00, 600016.XSHG, 民生银行, 买, 开, 1100, 7.68, 6.7584
2018-04-26 15:00:00, 600703.XSHG, 三安光电, 卖, 平, 300, 19.25, 7.8875
2018-04-27 15:00:00, 000333.XSHE, 美的集团, 卖, 平, 100, 51.68, 7.584
2018-04-27 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1100, 6.0, 5.28
2018-05-02 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 900, 7.47, 8.7399
2018-05-02 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 1700, 3.86, 8.5306
2018-05-02 15:00:00, 601766.XSHG, 中国中车, 卖, 平, 700, 9.61, 8.7451
2018-05-02 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 200, 24.37, 5.0
2018-05-02 15:00:00, 601088.XSHG, 中国神华, 买, 开, 300, 20.26, 5.0
2018-05-03 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 1100, 7.7, 11.011
2018-05-03 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1100, 5.95, 8.5085
2018-05-03 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1200, 5.95, 5.712
2018-05-03 15:00:00, 600000.XSHG, 浦发银行, 卖, 平, 700, 10.92, 9.9372
2018-05-04 15:00:00, 601601.XSHG, 中国太保, 卖, 平, 200, 32.65, 8.489
2018-05-04 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1000, 7.34, 5.872
2018-05-04 15:00:00, 601288.XSHG, 农业银行, 买, 开, 1900, 3.83, 5.8216
2018-05-04 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 60.71, 5.0
2018-05-07 15:00:00, 601088.XSHG, 中国神华, 卖, 平, 300, 20.88, 8.1432
2018-05-07 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 1900, 3.86, 9.5342
2018-05-07 15:00:00, 601111.XSHG, 中国国航, 买, 开, 600, 11.96, 5.7408
2018-05-07 15:00:00, 601888.XSHG, 中国中免, 买, 开, 100, 58.61, 5.0
2018-05-07 15:00:00, 600029.XSHG, 南方航空, 买, 开, 700, 10.51, 5.8856
2018-05-07 15:00:00, 002475.XSHE, 立讯精密, 买, 开, 300, 21.75, 5.22
2018-05-08 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 200, 25.45, 7.545
2018-05-08 15:00:00, 600028.XSHG, 中国石化, 买, 开, 1200, 7.07, 6.7872
2018-05-09 15:00:00, 601166.XSHG, 兴业银行, 卖, 平, 400, 16.25, 8.45
2018-05-09 15:00:00, 600016.XSHG, 民生银行, 卖, 平, 1100, 7.94, 11.3542
2018-05-09 15:00:00, 002475.XSHE, 立讯精密, 卖, 平, 300, 23.1, 9.009
2018-05-09 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 100, 7.19, 5.3595
2018-05-10 15:00:00, 601336.XSHG, 新华保险, 买, 开, 100, 47.01, 5.0
2018-05-11 15:00:00, 600028.XSHG, 中国石化, 买, 开, 100, 7.25, 5.0
2018-05-14 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 100, 64.1, 8.333
2018-05-15 15:00:00, 601398.XSHG, 工商银行, 买, 开, 100, 6.09, 5.0
2018-05-15 15:00:00, 601857.XSHG, 中国石油, 买, 开, 900, 8.0, 5.76
2018-05-18 15:00:00, 002352.XSHE, 顺丰控股, 买, 开, 100, 48.43, 5.0
2018-05-18 15:00:00, 002027.XSHE, 分众传媒, 买, 开, 600, 11.79, 5.6592
2018-05-18 15:00:00, 601111.XSHG, 中国国航, 卖, 平, 600, 11.34, 8.8452
2018-05-21 15:00:00, 002352.XSHE, 顺丰控股, 买, 开, 100, 48.43, 5.0
2018-05-22 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 200, 5.97, 5.597
2018-05-23 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1000, 7.37, 9.581
2018-05-23 15:00:00, 601398.XSHG, 工商银行, 买, 开, 100, 5.85, 5.0
2018-05-23 15:00:00, 601939.XSHG, 建设银行, 买, 开, 900, 7.37, 5.3064
2018-05-23 15:00:00, 601336.XSHG, 新华保险, 卖, 平, 100, 44.36, 7.218
2018-05-24 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 1200, 7.0, 10.92
2018-05-24 15:00:00, 002352.XSHE, 顺丰控股, 卖, 平, 200, 47.53, 12.3578
